profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600941,0.20276645391980866,0.16221316313584694,0.54859453,-0.0113280530484434,0.9735135135135136,0.9735135135135136,0.0,0.2648648648648649,20,0.0057043386453258,0.003607903873591,1.0859,-0.1360558830783428,-0.0929878048780491
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600803,0.20073857326918562,0.1605908586153485,0.543108,0.0396559961777352,0.909864864864865,0.909864864864865,0.0,0.6310810810810811,20,0.0103952789422884,0.0180648438284963,0.3657,-0.1834684171746264,-0.1445511010728403
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601728,0.20003124911328063,0.16002499929062453,0.5411943,0.0190336749633966,0.8966216216216216,0.8966216216216216,0.0,0.4932432432432432,20,0.0079260273370132,0.0065309942732948,0.1667,0.2561223720895185,2.220446049250313e-16
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600050,0.1994426217643085,0.1595540974114468,0.53960174,0.0,0.8882432432432433,0.8882432432432433,0.0,0.3067567567567568,20,0.0072964178870625,0.0132413755214649,0.5092,-0.2572495478149251,-0.3245227606461086
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601186,0.19702110193341665,0.15761688154673334,0.5330502,0.0077619663648124,0.8477027027027028,0.8477027027027028,0.0,0.17162162162162165,20,0.0059976078515267,0.0088082456514625,0.1496,-0.5016489556614144,-0.2524271844660195
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600941,0.20238182301847282,0.20238182301847282,0.54842174,-0.0125879303961495,0.9540277777777778,0.9540277777777778,0.0,0.18194444444444444,20,0.0059264285834298,0.0037909930464205,0.9458,-0.2068696592843546,-0.2457627118644069
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600803,0.2037080725602626,0.2037080725602626,0.55201566,0.0341280972417017,0.9301388888888888,0.9301388888888888,0.0,0.6986111111111112,20,0.0105566098420881,0.0185959511606198,0.4765,0.0416438955077058,-0.2438356164383561
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600050,0.19830126752940344,0.19830126752940344,0.5373641,-0.0055248618784529,0.9105555555555556,0.9105555555555556,0.0,0.3388888888888889,20,0.0072979057007891,0.0111053349342166,0.4232,-0.3353853885294302,-0.337568058076225
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601728,0.19815395239242695,0.19815395239242695,0.5369649,0.0236336779911373,0.8670833333333333,0.8670833333333333,0.0,0.49583333333333335,20,0.0081572438301347,0.0070088946460592,0.1327,0.0069049245011001,0.0232558139534884
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600036,0.1974548844994341,0.1974548844994341,0.53507054,-0.0011600928074246,0.8241666666666666,0.8241666666666666,0.0,0.6472222222222224,20,0.0105937945887987,0.0088836014083122,0.3012,0.0438760657101269,0.0350678733031675
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.20578318084800704,0.20508964844788616,0.5590403,-0.0110142267094996,0.945735294117647,0.945735294117647,0.0,0.5426470588235295,20,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,300347,0.20435360618174347,0.13605555744587167,0.55515665,-0.0415686274509803,0.9061764705882352,0.9061764705882352,0.0,0.6441176470588236,20,0.0195245099241311,0.0098297474405359,1.2893,-0.3384439347526028,-0.4264448336252188
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600941,0.1954973402343055,0.19779823792581067,0.5310973,-0.0046860356138706,0.8867647058823529,0.8867647058823529,0.0,0.25,20,0.0058670976811083,0.0042577800199718,0.8819,-0.256464517869639,-0.326568265682657
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,000651,0.1952860871860214,0.13001853967718688,0.5305234,0.0128649183572488,0.8604411764705882,0.8604411764705882,0.0,0.21911764705882353,20,0.0067531827199083,0.0036819990353505,0.3706,-0.3848554260863792,-0.2959183673469389
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,688012,0.1990797855499227,0.132544326989318,0.54082954,0.0186757215619694,0.8494117647058823,0.8494117647058823,0.0,0.9176470588235295,20,0.028777639245925,0.0126898117843831,1.8046,0.0219151707344698,0.0398344542162441
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,300347,0.2024509286580775,0.2023452426413031,0.5516409,-0.0181782256471053,0.949,0.949,0.0,0.51,20,0.0191711189774091,0.0041742182667302,1.8503,-0.0092579206356856,0.0412757973733584
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600803,0.20074385364493783,0.20075077114135448,0.54698944,-0.026660641662901,0.9048333333333334,0.9048333333333334,0.0,0.6183333333333334,20,0.0116183777032164,0.0113449260343075,0.5644,0.1352025423387908,0.2398373983739838
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,688012,0.20006085628874135,0.19995338564857756,0.5451284,0.0421374045801527,0.855,0.855,0.0,0.7833333333333333,20,0.029153589819269,0.0132361958218027,2.0721,0.1461681002295545,-0.2040481400437633
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,601012,0.19838551189472686,0.19806972821651095,0.5405634,-0.0353887399463806,0.8378333333333333,0.8378333333333333,0.0,0.6216666666666667,20,0.0289528648161917,0.0107411352841284,1.6816,-0.2709647491340106,-0.1972672929120409
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,000651,0.1983588495135165,0.19825006760598496,0.54049075,0.0007343941248469,0.8283333333333334,0.8283333333333334,0.0,0.38333333333333336,20,0.0070197786530141,0.0055568070452145,0.7413,0.2149471441448824,0.2620423892100196
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,601012,0.20499051124433476,0.2049031855857784,0.5557462,-0.0131147540983606,0.92875,0.92875,0.0,0.7125,20,0.0290705790580029,0.0124766863238092,1.6663,-0.2575545594695991,-0.0568475452196383
